#Tweet_ID	Tweet_text	Topic	Sentiment_label	Sentiment_label_confidence	Speech_act_label	Speech_act_label_confidence
931448954407047173	و محمد صلاح سعيد بتلك الخطوة لجابر و الاخير يشكره https://t.co/t8DQkTPy	Entity	Positive	1	Expression	0.67
930552520354668544	#قطر_تميم_عزوتي مع إحترامي أخت نعيمة ممكن تفسرين لي معنى (مقاطعة )..!! نحن في قطر الأجواء الجوية والحدود البحرية والبرية مغلقة من دول الحلف العاثر!!! إلى جانب قطع كل صلات الأرحام ووضع شروط جزائية لمن يتعاطف معنا!! •ممكن تفسيرك للحالة اعلاه•	Entity	Negative	0.65	Expression	0.65
930566925268156416	الثورة واستفاد منها . يظل من في السجون هم فقط من دفع وبكل شجاعة الثمن غاليا وللاسف لم نفعل لهم اي شيء. رحم الله شهداء ثورة يناير وعوضهم في آخرتهم عن التضحية بدمائهم الطاهرة والتي راحت هدرا للاسف	Long_Standing	Negative	1	Expression	1
927619248901513216	🔴 عاجل | #السيسي يلتقط صورة تذكارية مع زعماء العالم على هامش #منتدى_شباب_العالم https://t.co/KjiMc7E8hk#WorldYouthForum#شرم_الشيخ https://t.co/mj62wypAeM	Event	Neutral	1	Assertion	1
930477678997712899	ورّوه هالإثبات القاطع ان تيران وصنافير لنا https://t.co/bYoAYwCvu	Long_Standing	Negative	1	Expression	0.66
929431185092116480	بالفيديو - إحراق صورة ولي العهد السعودي في طرابلس	Event	Negative	0.66	Assertion	1
928664249626488832	أبرز تصريحات الرئيس #السيسي خلال #منتدى_شباب_العالم🇪🇬 | #eXtranews | #WeNeedToTalk https://t.co/nRTmVkoxXa	Event	Neutral	1	Assertion	1
929778084651438081	محمد الدسوقي رشدي يكتب : منتدى شباب العالم يضرب العصافير بحجر واحد https://t.co/UdU3YOoAhL via اقرا https://t.co/SVXyqM2VYT	Event	Positive	0.64	Assertion	0.69
929633611673997056	#المغرب هو المنتخب الوحيد في العالم الذي لم تتلقى شباكه اي هدف طوال تصفيات كأس العالم 2018 الفرنسي هيرفي رينارد يا ساده 😎 https://t.co/8aEIwFzseV	Event	Positive	1	Expression	1
930838719208321031	يعني زعلانين من اللي قالت إفيه على النيل اللي نو أصلا سد النهضه هينشفه في خلال سنتين تلاته ومش زعلانين من العبيط اللي باع تيران وصنافير بشوية رز !!!!!! #بشرب_من_نيلها_ومش_هسمع_شيرين	Long_Standing	Negative	1	Expression	1
929403238423591936	تصفيات كاس العالم .، يفوزون يتأهلون	Event	Neutral	0.65	Assertion	1
929402291702108032	بالتوفيق لمنتخبي #المغرب و #تونس في تصفيات كأس العالم حتى يكتمل الرباعي العربي إن شاء الله في روسيا ..🇸🇦🇪🇬🇲🇦🇹🇳	Event	Positive	1	Expression	0.69
928630910249062400	اكتمال الوفود المشاركة في منتدى شباب العالم بشرم الشيخ -... https://t.co/8rvHm7B51a https://t.co/PSXMd30kt	Event	Neutral	1	Assertion	1
929425092085538048	تصفيات #كأس_العالم : #المغرب يقترب من التأهل بعدما أنهى الشوط الأول متقدما على #ساحل_العاج 2-0 و #تونس تنهي الشوط الأول بالتعادل السلبي مع #ليبيا #الغد #الاردن	Event	Neutral	1	Assertion	1
930615208137158657	نفس الصورة شفناه بعد المحروقة ثورة يناير كانت لزينت الناس احدعز وجرانة وسليمان وصفوت الشريف وسرور ويخرابي دكان مليطة والاخ الحمد لله طلع الشعب هو الحرامي وبينصب وبيفتري علي الناس الشرفاء الاطهار@لكي الله يمصر@وحسبنا الله ونعم الوكيل	Long_Standing	Negative	1	Expression	1
927814346612400129	أدي أخرة اللي يوصل حاجة مش بتاعته لواحد تاني الحاجة مش بتاعته برضه. أصل صاحب الحاجة الاصلي مش فاهم قيمتها فاداهالهم...#تيران_وصنافير_مصرية	Long_Standing	Negative	1	Expression	1
929989987633856512	اخر مرة الشعب المصري كله اتفق على حاجة واحده كانت ثورة 25 يناير بعد كدا مظنش المعجزة دي تحصل ويتفقو على حاجة تاني	Long_Standing	Negative	0.67	Expression	1
931029677380161024	تستاهل البيرو التواجد ف كاس العالم لعبت تصفيات امريكا الجنوبية بشكل رائع وستحقت التواجد ف الملحق وكملت الاداء الرائع وتاهلت الى كاس العالم 👏🏻 https://t.co/jB2i8E9YL	Event	Positive	0.69	Expression	0.69
929968239693754368	خواطر جلد الذات واحتقارها في العالم العربي وخاصة السنوات الاولى من انطلاقه اداءة من ادوات #الربيع_العربي ، في اواخر الربيع غير في اسلوب الطرح	Long_Standing	Negative	0.66	Expression	1
932094596171124736	#الاستزراع_السمكي فنكوش عسكر زي الظافر و القاهر بتوع ناصر. #ستين_سنة_عسكر خربوا مصر: باعوا النيل لاثيوبيا باعوا الغاز ل صهيون #تيران_وصنافير_مصرية للسعودية . قتل و اعتقال خير الشباب اغتصبوا البنات #جنرالات_كامب_ديفيد_خونة https://t.co/aB0KrkVwVc	Long_Standing	Negative	1	Expression	1
928730966482411520	تعرف على 14 شابا كرمهم الرئيس في ختام منتدى شباب العالم https://t.co/xtlDN9VKzn	Event	Neutral	0.67	Assertion	1
932183546164334593	أستاذ خالد على و طاهر ابو النصر و محمد رمضان و محمد عواد و عدة اساتذة خلصوا مرافعتهم عننا في قضية وقفة الاكاديمية الخاصة برفض بيع تيران و صنافير و المتهم فيها وليد عماري و معتصم مدحت و زياد أبو الفضل و أنا و في انتظار القرار. #تيران_وصنافير_مصرية	Long_Standing	Mixed	0.66	Expression	0.66
928263085059657728	زميلة جديدة فى الشغل بقولها سمعتى اغنية قولوا لقطر لقيتها بتقولى هو انتى تبع النظاماوبا بقى انتى منهم انتى ضد حصار قطر ولا ايةطبعا ؛ بصى الاختلاف فى الراى لا يفسد للود قضية😂	Entity	Negative	0.71	Expression	1
930843039194648064	هذه الازمات افتعال امريكى بريطانى اسرائيلى بأله قطريه تركيا ايرانيه ...عندى على صفحتى شاهدى فيديو بصوت امريكى بافتعال الربيع العربى صوت وصوره شاهديه	Long_Standing	Negative	1	Expression	0.66
928923625138393088	الرياضة من بي بي سي، ملحق كأس العالم، السويد ضد ايطاليا تصفيات كأس العالم، الجزائر ضد نيجيريا مباريات ودية، انجلترا ضد المانيا	Event	Neutral	1	Assertion	1
929743758765195008	اوعوا تنسوا حمادة طلبة ❤️ #تصفيات_كأس_العالم	Event	Positive	0.68	Expression	1
931195012687200256	عاجل| نيابة أمن الدولة تبدأ استجواب المتهم الليبي في حادث الواحات #ضجة_الاخباري https://t.co/i8stdMgk2E	Event	Neutral	1	Assertion	1
929700537183940608	#أخبار_قطر|صاحبة السمو تتوج الفائزين في ختام «جلوبال تور» #حصار_قطر https://t.co/FBgtggqjyz https://t.co/MKez09k2LV	Entity	Neutral	1	Assertion	1
931972894317580288	حبس ماهينور  ومعتصم في قضية #تيران_وصنافير_مصرية في جنح المنتزة/ اسكندرية والحكم في ديسمبر 2017 #الحرية_لماهينور_المصري #الحرية_لمعتصم_مدحت	Long_Standing	Neutral	0.68	Assertion	0.68
928687755848273920	ارفع راسك فووووق انت مش بس مصري لا كمان رئيسك عبد الفتاح السيسي😍😘😍	Entity	Positive	1	Expression	1
930365118512357376	" اصبح الاسلوب المتبع لـ #دول_الحصار في تغير الخط بين الدول الثلاث مفهوم وواضح فوتيرته تزيد في بلد وتنخفض في بلد آخرى الا يعلم هؤلاء ان خطط (العادلي )وعواجيز الهجان باتوا شيء من الماضي	Entity	Negative	0.64	Expression	1
931064830836050944	عرض الورقة البحثيّة الأولى بعنوان دور وسائل التواصل الجتماعي في تحريك الشباب إبان ثورات الربيع العربي للباحثين... https://t.co/bDqKe5CugG	Long_Standing	Neutral	1	Assertion	1
929764595929100291	اهداف مباراة مصر و غانا 1-1 تصفيات كاس العالم 12-11-2017: https://t.co/B5Y748DTIM via	Event	Neutral	1	Assertion	1
928493161789435904	بدا الربيع العربي في السعودية من داخل النظام في ظل ازمات داخلية و خارجية، متمثلة في لبنان مع حدود جيوسياسية مفتوحة، و تصفية حسابات داخليا.	Long_Standing	Negative	0.68	Expression	0.66
930193221224976384	نتيجة ثورة الربيع العربي ابتدت تظهر بدات اقتنع ان فيه تغير ف خريطة العالم	Long_Standing	Negative	0.68	Expression	1
927963589155188736	نعم انا امثل نفسي لكن هذا سمو الامير يمثل الكويت وشعبها وهو اعلن موقفه والتزم الحياد في ازمة الخليج ✋🏻 https://t.co/apJEmWszJT	Entity	Positive	0.65	Expression	1
932127658611224577	حصار قطر..وضع النقاط على الحروف وقد خاب ظنهم✌️🇶🇦🇶🇦	Entity	Negative	0.68	Expression	1
929884525609603072	وي خويا الصراحة كتعيش معهم الحدث خاصة مني كيخسروا كنتفرشخ بالضحك را غير هداك مرتضى منصور بوحدو فيلم 😂😂😂	Entity	Negative	1	Expression	1
927365092068483072	والله فاتتني اشياء كثيرة ما قلتها هنا بتويتر الثرونز و ازمه قطر و اقاله الكلب سامي الجابر	Entity	Negative	1	Expression	1
927067095711604736	هذا الربيع العربي بحق وحقيق #ثوره_4_نوفمبر	Long_Standing	Positive	0.67	Expression	0.67
929431185008287744	مباشر اليوم نتيجة #المغرب_ساحل_العاج https://t.co/FZx8YZWn2c #المغرب #كاس_العالم #💚❤ #تصفيات_كاس_العالم #اسود_الاطلس https://t.co/VozTEar8s	Event	Neutral	0.66	Assertion	1
928703023483949058	تعرف علي موعد مباراة #مصر و #غانا في تصفيات كأس العالم 2018 بروسياوأهم القنوات الناقلة للمباراة ومنهم قناة «مجانية» https://t.co/Ye8ccL3ukb	Event	Neutral	1	Assertion	1
927586512203632641	اذا كان علاء عبد الفتاح خرب #مصر بتمويلات خارجية(!!) السيسي أيضا خرب مصر بتمويلات خارجية من دول الخليج والبنك الدولي ولم يحافظ على الجيش https://t.co/TcCWDjrZ3v	Entity	Negative	1	Expression	1
926932753022685184	يا جماعه تكفى محمد #صلاح خيااالي مش ممكن !!	Entity	Positive	1	Expression	1
928991337080242048	الانبا بنيامين اسقف المنوفية : الإلحاد انتشر في مصر نتيجة لقيام ثورة 25 يناير 😂 😂 😂 😂 😂	Long_Standing	Negative	1	Expression	0.66
930343699590077952	انا ملاحظ من يوم وقع بلاتر وانفضح بقضايا فساد صارت تصفيات كأس العالم فيها مفاجآت. الارجنتين تأهلت بطلوع الروح هولندا وايطاليا وتشيلي اوت تأهل ٤ منتخبات عربية لاول مره بتصير. معقول كان الفساد واصل حده مع بلاتر و جياني انفانتينو الرئيس الجديد للفيفا قلب الموازين بكرة القدم؟؟ بجوز..	Event	Mixed	1	Expression	0.66
929788100074790913	" 5 لاعبين بينهم #محمد_صلاح ترشحهم ""بي بي سي"" لجائزة أفضل لاعب أفريقي #TeNTV | #رأي_عام | https://t.co/aiPfzxal9Q"	Entity	Neutral	0.65	Assertion	1
931984261556719623	خلاص المجانين تركو تيران وصنافير وعرفة الحقيقة هيشتغلو على مية النيل كلاب بتهوهو على وسائل التواصل	Long_Standing	Negative	1	Expression	1
926577641192394752	إذا لم تعتمد على صالح أو محمد صلاح في قلب الدفاع ليش جددت معاه اليوم جمال راشد تحمل عبأ كبير والحيام كاد أن يتسبب ببلنتي	Entity	Negative	0.65	Expression	0.65
929420853128846976	مشاهدة مباراة ( تونس وليبيا ) بتاريخ 11-11-2017 تصفيات كأس العالم 2018: أفريقيا:	Event	Neutral	1	Assertion	1
930311713261580032	ياخي الشهر هذا عظيييم ، : - لانوس دعس الهابط وطردهم من الكوبا - بوكا فاز بالسوبر كلاسيكو في المونيمنتال - ايتاليا انطردت من تصفيات كاس العالم - تم رفع الحظر عن عقوبات الفيصلي للتاريييييييييييييييخ والله ❤️❤️❤️❤️❤️❤️❤️❤️	Event	Positive	1	Expression	1
929987434368073728	جدول تصفيات كأس العالم روسيا 2018 للقارة الأفريقية.. محدث باستمرار https://t.co/HlRc5AE1Ke	Event	Neutral	1	Assertion	0.71
927911773461778432	#خالد_على #حمدين صباحى بوجه جديد مبروك على السيسى فترة جديدة	Entity	Mixed	0.65	Expression	0.68
930010372601449984	اليوم فيه مباراة قوية في تصفيات كاس العالم بين 🇮🇹 و 🇸🇪 والفايز يتأهل 🔥	Event	Neutral	1	Assertion	0.7
927960341883047936	تيران وصنافير جغرافيا ولا تاريخ	Long_Standing	Neutral	1	Question	0.66
929930867622981632	#الشعب_القطري_تضامنا_مع_لبنان لاغرابه في #قطرمن دعم #الاخوان_المسلمين في #مصر ؟من دعم #حزب_الاصلاح في #اليمن ؟من دعم #داعش و #النصره و #ايران و #حزب_الله في #سوريا ؟من مول #الربيع_العربي ب #تونس و #ليبيا ؟من مول الارهابيين في #البحرين و #القطيف ؟هذي هي #قطر_تدعم_الإرهاب	Long_Standing	Negative	0.69	Expression	0.69
928608453790138368	" إستقبل القائد العام للقوات المسلحة المشير ركن ""خليفة حفتر"" أمس في مكتبه في #الرجمة، آمر اللواء الرابع العميد ""بشير الناجح"" وآمر اللواء 26 العقيد ""مسعود الضاوي""، المتمركزين في منطقة #ورشفانة، للإطلاع على أوضاع المنطقة. https://t.co/GtmSsvcHjc"	Event	Neutral	1	Assertion	1
929403163312115712	كل التوفيق ل #ليبيا و #المغرب في #تصفيات_كأس_العالم	Event	Positive	1	Expression	1
930024820150013952	#اتحاد_الكرة يعلن وصول المنتخب المصري للسعودية بعد نهاية تصفيات #كاس_العالم #شيكابالا #احمد_الطيب https://t.co/15BRSzg4wm	Event	Neutral	1	Assertion	1
930714133757964032	#عاجل #الكويت #السعوديه #الامارات يطالبون رعاياهم بمغادره #لبنان فورا وهل له علاقه بإستقاله #الحريري تمهيداً لضرب لبنان من قبل #اسرائيل ؟؟ ومن ثم ضرب حزب الله والضغط على ايران ؟؟؟ وكسب ود الغرب لتأييد قرارات محاربه الفساد في السعوديه ؟؟؟	Event	Neutral	0.69	Assertion	0.69
928639708602740736	" 🔴 #عاجل - ولي العهد السعودي يتهم إيران بشن ""عدوان مباشر"" ضد بلاده عبر تزويد ميليشيات في اليمن بالصواريخ https://t.co/umM4Edk34T https://t.co/LcFxXixHIw"	Event	Neutral	1	Assertion	1
928393626291527681	طبعا دايم يفتكرونا مثلهم مع ان الواقع يقول اننا ما نشبههم الا فاللغة والدين فقط #اخواننا_العرب #ياعرب_السعوديه_ليست_جمعيه_خيريه #الاخوان #مقاطعة_قطر #حصار_قطر https://t.co/4vaS25OU7b	Entity	Negative	1	Expression	1
929102657322717056	خسارة منتخب ايطاليا من السويد واقترابه من الخروج من تصفيات كأس العالم السويد ١ _ ٠ ايطاليا	Event	Neutral	1	Assertion	1
930170073620385793	بمقياسك السهلاوي لعب 135 دقيقه مع المنتخب في تصفيات كأس العالم ولم يسجل ! هل الخلل في السهلاوي	Event	Negative	0.68	Question	1
929355105320792064	نجوم مصرية – موعد مباراة المغرب وساحل العاج اليوم 11-11-2017 فى تصفيات كأس العالم والقنوات الناقلة https://t.co/anSzeFTWgy	Event	Neutral	1	Assertion	1
929339913279097984	حققوا لقب ؟ برضوا لا المقاييس بالالقاب كريس سجل على البايرن والهنود واليوفي وهداف الابطال وهداف تصفيات كاس العالم يعني ساهم بكل شيء	Event	Neutral	0.66	Assertion	0.66
929508176512159745	" #الشعب_القطري_تضامنا_مع_لبنانالسعوديين حمير يبررون عدوان طُغاتهم على لبنان بأن المقصود هو ""حزب الله"" مثل ما برروا حصار قطر بأنه يستهدف ""قناة الجزيره""شعب حمار والله😂👊🏻"	Entity	Negative	1	Expression	1
931938077391630337	بالفيديو: بثنائية محمد صلاح ليفربول يسحق ساوثهامبتون https://t.co/oBcmFLve9L	Entity	Neutral	0.66	Assertion	1
927289052994461696	يا زوزو انت صدعتنا بحدقك علي سعادة الرئيس عبد الفتاح السيسي .. ارحم نفسك و حرام صحتك راحت .	Entity	Negative	1	Expression	1
929245787543961600	" #محمد_صلاح ""ابو مكة "" انت فخر ل مصر اقسم بالله ❤💋 https://t.co/LrE5Dpi8qV"	Entity	Positive	1	Expression	1
929985507714633729	#اسرائيل هي الشيطان الاعظم في المنطقه وياريت مننساش مهما وصلت الخلافات بيننا. #ايران العدو الدحلاب اللي سيطر علي عواصم عربيه كتير للاسف بسبب غباء العرب وال سعود بالتحديد اللي انشغلو بتفتيت الجبهه السنيه في المنطقه وتدمير الربيع العربي وحولوه للاسف بفلوسهم لجحيم عربي	Long_Standing	Negative	1	Expression	1
928996494216179712	تابع فضيحه البحريين هل سنسمع فضيحه للنظام المصرى فى ذالك الخطاب اتمنى عشان تيران وصنافير ارض مصريه	Long_Standing	Negative	0.67	Question	0.67
929281244256521984	انا حضرت كل مباريات المنتخب اللي كانت في الجوهرة تصفيات كاس العالم	Event	Positive	0.68	Expression	0.68
929401332414517248	قاعد في قهوة اسمها اطايب المغرب وكل الي حوالية مغاربة وبيعضو في الكراسي من التوتر الحمد لله علي نعمة محمد صلاح والله 😂	Entity	Positive	0.68	Expression	1
929356021188976640	تقريبا أغلى وأفضل ذكرى للإجوال بالنسبالي، جول تريكه في ماتش الصفاقسي وبينافسه جول عماد متعب في نهائي الكونفدرالية.. وهتخش معاهم ذكرى جول محمد صلاح وصعود كاس العالم بس بعد فترة كده	Entity	Positive	0.69	Expression	1
931655732210163712	-الحمدلله وبه نستعين- من المستفيد ؟ الربيع العربي و داعش و الارهاب و الحشد و الحوثي و الحزب و ارهابه و الخلاف الخليجي و الموقف الأممي المتخاذل و منظمات حقوق الإنسان الصامتة و ما يدور و دار و ما سوف يأتي من دمار و كل هذا و ذاك، ألا يجعلنا نسأل من المستفيد من كل هذا؟ ١	Long_Standing	Negative	1	Expression	0.68
931645796516233217	جُنغر البطل المغوار 🤣 #قطر #حصار_قطر https://t.co/Md77Ae3JJC	Entity	Positive	0.37	Expression	0.7
931459213318066176	احد عباقرة ثورة يناير عن أزمة شيرين 🙄 https://t.co/SOQHRJNvkX	Long_Standing	Negative	0.69	Expression	0.69
931798431814761984	عندما قامت ثورة يناير، طار إلى يخته على ساحل البحر الأحمر، للخروج من مصر، لكن رئيس مخابرات نظام حسني مبارك، أعاده... https://t.co/Z9FsKmqmxN	Long_Standing	Neutral	0.66	Assertion	0.66
931910376480034816	محمد صلاح هداف الدورى الانجليزي ☝	Entity	Positive	0.67	Expression	0.67
928587488591011841	يوما ما سأحكى لابنائى تفاصيل اعظم ثورة في التاريخ #انها_ثورة_يناير_ياسادهعندما هزمنا بسلميتنا جميع الخبراء والمحللين https://t.co/zvFhxit3Ip	Long_Standing	Positive	1	Expression	0.66
931167485734334464	السعودي السهلاوي والإماراتي خليل يتصدران هدافي تصفيات كأس العالم #Hatt Post للتفاصيل https://t.co/YGDN0FtfI	Event	Neutral	1	Assertion	1
931074804207292417	صورة للإرهابي الأجنبي في حادث الواحات صورة للإرهابي الأجنبي في حادث الواحات صورة الإرهابي الأجنبي ...... https://t.co/GY8KQIwacQ	Event	Neutral	1	Assertion	1
931645678878588928	يا شمس وعمرها ما تغيب يا ام الدنيا يا بلادي ❤ #بعشقك من #منتدى_شباب_العالم بشرم الشيخ #MohammadSaad #محمد_سعد https://t.co/IFVFgXDMvq	Event	Positive	1	Expression	1
930162124814503040	من قام بالتآمر على الثورة التونسية وأنجاها الله من تامر على الثورة الليبية بعد نجاحها ودعم خليفة حفتر واحضره من امريكا وزودها بالمال وسانده بالطائرات لقتل الشعب الليبي من دفع ميات الملايين لحركة تمرد وساند الانقلاب السيساوي وسانده في قتل آلاف المصريين وقتل حلمهم بحكومة منتخبه	Event	Negative	0.67	Expression	1
929470944766197762	جزء من مشاركتي كمتحدثة في جلسة عنوانها المسؤولية الاجتماعية والعمل التطوعي في #منتدى_شباب_العالم المقام في شرم الشيخ. https://t.co/4V9JSPbNDS	Event	Neutral	0.67	Assertion	0.67
932143267608657024	اللهم أرحم شهداء ثورة يناير المجيدةالعظيمة اللهم أرحم شهداءمحمد محمود البواسل الشجعان اللهم أرزقناالشهادةفى سبيل الله والاسلام والوطن و #مصر https://t.co/mcNXFirTkF	Long_Standing	Positive	1	Expression	1
928793887203905537	" القرارات السعودية قرارات استراتيجية لإيقاف الربيع العربي ""والديمقراطية"" ولكنكم كأخوان أضعتم البوصلة بسبب منظاركم الطائفي والمذهبي"	Long_Standing	Negative	1	Expression	1
928298274930511874	" بدأنا بالفريق عبد الفتاح السيسيثم المشير عبد الفتاح السيسي ثم الرئيس عبد الفتاح السيسي ثم القائد الزعيم عبد الفتاح السيسي ثم وصلنا لاونكل عبد الفتاح السيسي و عمو عبد الفتاح السيسي. ناكلك منين يا بطة تعبت والمصحف .. 😎 ""عمو عبد الفتاح"""	Entity	Negative	0.68	Expression	1
928101574882267136	#الجزيره_تقلب_الحقائق من اكبر القنوات التي دعمت مايسمى الربيع العربي حتى تسقط الحكومات وتلمع جماعات تنفذ الاجندات القطريه	Long_Standing	Negative	0.67	Expression	0.67
928337914857213953	لووووووووولى ابوك لابو ثورة يناير	Long_Standing	Negative	0.66	Expression	1
931140685742444544	توفيق عكاشة يسب فريق عمل قناته بسبب خليفة حفتر: انتم غنم وحمير .. ويغادر... https://t.co/cgANkTyCFL via	Event	Negative	0.68	Assertion	0.65
929217398846230528	#الشعب_القطري_تضامنا_مع_لبنان ماهي غريبه اشتغلت ع خراب الدول العربيه بماسمته الربيع العربي بالخفاء والان اتضحت الامور للجميع	Long_Standing	Negative	1	Expression	1
931901096272060417	لما قامت ثورة يناير حلمت كثير جدا ان مصر هتتحرر وتكون فعلا قوة كبيرة في ام العالم دا لاكن صحيت علي انقلاب بلحة وقلت لنفسي👇👇 لان المجلس العار العسكري مش هيسيبها بسهولة وقد كان https://t.co/8qyYGQ6s5R	Long_Standing	Negative	0.64	Expression	1
931891206941966343	وزير خارجية المانيا المعتوه .. سبق ان صرح في بداية مقاطعة قطر تصريحات مغلوطه وتم تنبيه المانيا بذلك وجاء للرياض ليعتذر .. الان مره اخرى يتطاول بغباء ويحمل بلده تبعات تصريحاته .. السعودية الحازمة لاتجامل احدا على سيادتها 🇸🇦🗡	Entity	Negative	0.66	Expression	1
927167573837348864	وفق الله ولي العهد السعودي #محمد_بن_سلمان	Event	Positive	1	Expression	1
929095448425623553	محمد صلاح ساخرًا من مواجهة مصر وغانا : «مش متابع» #ضجة_الاخباري https://t.co/EYphqikBSb	Entity	Positive	0.34	Assertion	1
929446700204338944	ما يحدث في السعودية منذ أسبوع هو انتفاضة الفاسد على المفسدين او يقول المثل الشعبي سارق يريد أن يسرق سارق .. هل هناك اليوم عقل يصدق شعار محاربة الفساد.. تريد أن تحارب الفساد إبداء بنفسك حاسب نفسك او لا ثم الآخرين.. أطلقوا سراح الشيخ سعد الحريري . ووقفوا حرب اليمن كفى سقوط أبرياء	Event	Negative	0.7	Expression	1
927844076015190017	الي يجي علينا يخسر والله #تيران_وصنافير_مصرية https://t.co/85PTuajayC	Long_Standing	Negative	1	Expression	1
929369508707310976	شاهد مباراة تونس ضد ليبيا على قناة 101 وكوت ديفوار ضد المغرب على قناة 102 الليلة الساعة 8:30 مساء في تصفيات كأس العالم مباشرة وحصرياً على beIN عبر Ooredoo tv. اشترك بباقة beIN الكاملة عبر Ooredoo tv لمدة عام مقابل 110 ر.ق فقط شهرياً واحصل على اشتراك أول شهرين مجاناً. https://t.co/kMR1hFOlSj	Event	Neutral	1	Assertion	1
927624740369522689	عضو #مجلس_النواب: اسباب غضب الشباب حاليا هو اننا لازم ننتقل الى فكرة التمكين الاقتصادي #أخر_النهار#WorldYouthForum#منتدى_شباب_العالم	Event	Neutral	1	Assertion	1
929437094971404288	محمد صلاح يهنئ العرب المتأهلين إلى مونديال روسيا 👏👏 https://t.co/CrudEupEi	Entity	Positive	0.63	Assertion	0.66
930465371492110336	ثلاث لاعبين فقط سجلو لمصر ف تصفيات كأس العالم ،، محمد صلاح - عبد الله السعيد - شيكابالا .. 😜 https://t.co/5GuzNNWyFJ	Event	Positive	0.67	Expression	0.67
931833082923159552	لساها حية ثورة يناير	Long_Standing	Positive	0.66	Expression	0.66
926546203264933893	التغيرات في خريطة الشرق الأوسط من سايكس بيكو حتى تيران وصنافير https://t.co/lK9OhziSne عبر	Long_Standing	Neutral	1	Assertion	1
932223532402126848	محمد صلاح سجل 13 هدف هذا الموسم حتى الآن. ساديو ماني أنهى الموسم الماضي بـ13 هدف و فيليب كوتينهو كان هداف الفريق بـ14 هدف! https://t.co/fcbzegq8vk	Entity	Mixed	0.36	Assertion	0.69
931167483377143808	#سوبر_كورة| مرتضى منصور يكشف دور الشرطة في تأمين انتخابات #الزمالك https://t.co/V95TYp84ns https://t.co/DTpW9QNwPC	Entity	Neutral	1	Assertion	1
928941735799123968	#حصار_قطر كل الإحترام لشعب القطري لكن دولتكم ليست ملاك ! #قطر من سنين وهي تشيطن دول الخليج دعمتم الإخوان المسلمين في #الايمارات و #السعوديه لقلب نظام الحكم #ليبيا #سوريا #سودان دمرتوها بملياراتكم وإعلام قناة الجزيره صراحه قطر دوله في قمة الغرابه حيرتونا !!!	Entity	Mixed	0.68	Expression	1
927886795374817280	يلا كورة حقيقة انتقال محمد صلاح الي اتلتيكو مدريد في تعاقدات 2018 – محمد صلاح في صفقات… https://t.co/vUMZMnenj9 https://t.co/jKfphjOF0b	Entity	Neutral	1	Assertion	1
927784464247414784	أمس .... كلمة الرئيس #السيسى بالجلسة الثانية لـ #منتدى_شباب_العالم#weneedtotalk#worldyouthforum#thisisegypt#راديو_مصر	Event	Neutral	1	Assertion	0.68
930724576153296000	احسن مافي تصفيات كاس العالم ان المنتخب السعودي تاهل لكاس العالم على حساب منتخب استراليا واثبت للكل انه منتخب غبي	Event	Mixed	0.66	Expression	1
930445442055330944	تيران وصنافير مصرية  925 Silver Pendant Contact us : 01207886577 🔹Code: SP1 🔹Delivery: within 7 days https://t.co/l2dg2fFkDM	Long_Standing	Neutral	0.66	Expression	0.67
931908053385076736	اللي امه تدعيله احسن من اللي امه تعطي له - محمد صلاح	Entity	Positive	0.68	Expression	1
930038330342993024	مودريتش : لم نخسر المباراة، التي كانت مهمة جدا، وقاتلنا حتى النهاية كرجل واحد، سنذهب بجدارة إلى كأس العالم، ونحن سعداء جدا بهذا التأهل ، لقد كانت تصفيات طويلة وصعبة . https://t.co/kBJEcNuaIx	Event	Mixed	0.37	Assertion	0.68
927399905068535809	اسال مرتضى منصور وهو يقولك معموله ايه!!!!	Entity	Neutral	0.67	Question	0.67
927546477999685632	الجيش اللي باع تيران وصنافير	Long_Standing	Negative	1	Expression	1
931274330822103040	بلادي #السعودية / كان يُقال لماذا لا يُسائلون اهل الاموال الطائلة #من_اين_لك_هذا لكن في زمن #الحزم و #العزم اصبح الفعل #لماذا_تاخذ_هذا #الملك_يحارب_الـفساد #الامير_محمد_بن_سلمان #محاربه_الفساد #اعادة_الاموال_المنهوبه #الرياض #حائل #نجد	Event	Positive	0.67	Expression	1
929828024656084992	شيكابالا يسجل أول هدف دولي رسمي في مسيرته.. ويصادف انه في آخر مباراة من تصفيات كأس العالم، اللي اتأهلنا فيها لكاس العالم أمام غانا	Event	Positive	0.67	Expression	0.67
928728636148060161	سبحان مغير الأحوال ، بالأمس عندما كانت قطر مشاركه في قوات التحالف لم نكن نسمع بمصطلح حصار وتجويع وعدوان ، وعندما خرجت قطر ، لم يبقى شارده ووارده الا قلتوها ، نعم انه النفاق والكذب والإرتزاق الى مزبلة التاريخ يا أذناب إيران .	Entity	Negative	1	Expression	1
928706636038000640	مجيدة مين! معرفش أنا مجيده وتفيده إسمها ثورة 25 يناير ولو مش مصدقني تسأل رئيس الجمهورية يومك جميل	Long_Standing	Negative	1	Expression	1
931658792697303042	صلاح لما سألوه مين أحرف لاعب ف المنتخب قال محمد إبراهيم : ده بيرقص أي حد و ممكن يرقص خياله ❤ منتظرين عودتك أن شاء الله يا حلواني ❤ Fantasysta 💪💪😍 https://t.co/cEn7vtz2Xv	Entity	Positive	1	Expression	1
